country,currency,currency_symbol,state,city,latitude,longitude,fiber_per_km,labor_per_km,connector_cost,maintenance_per_km,terrain_multiplier,estimated_total_project_cost
India,INR,₹,Assam,Dhemaji,0.0,0.0,31426,10289,1691,5588,1.21,782170
India,INR,₹,Assam,Dhubri,0.0,0.0,39941,9424,1727,6208,1.13,882470
India,INR,₹,Assam,Dibrugarh,0.0,0.0,47707,9884,1722,6367,1.04,981227
India,INR,₹,Assam,Goalpara,0.0,0.0,45411,7494,899,4336,1.19,791390
India,INR,₹,Assam,Golaghat,0.0,0.0,47434,6803,1315,6698,1.31,881584
India,INR,₹,Assam,Hailakandi,0.0,0.0,28236,6390,897,5087,1.02,575497
India,INR,₹,Assam,Hojai,0.0,0.0,38347,11182,996,5265,1.26,770073
India,INR,₹,Assam,Jorhat,0.0,0.0,49549,11949,1593,5818,1.09,1006016
India,INR,₹,Assam,Kamrup Metropolitan,0.0,0.0,32321,10680,797,5392,1.11,662522
India,INR,₹,Assam,Kamrup,0.0,0.0,47419,8517,1032,5584,1.29,853952
India,INR,₹,Assam,Karbi Anglong,0.0,0.0,38641,11331,1148,4020,1.06,791964
India,INR,₹,Assam,Karimganj,0.0,0.0,33889,10334,1169,3785,1.23,724951
India,INR,₹,Assam,Kokrajhar,0.0,0.0,45893,8714,845,4199,1.27,803029
India,INR,₹,Assam,Lakhimpur,0.0,0.0,46113,6789,1742,5764,1.07,924944
India,INR,₹,Assam,Majuli,0.0,0.0,26121,6027,1093,6046,1.11,579956
India,INR,₹,Assam,Morigaon,0.0,0.0,48660,11675,1330,5074,1.09,948890
India,INR,₹,Assam,Nagaon,0.0,0.0,38525,9375,1634,3558,1.36,837690
India,INR,₹,Assam,Nalbari,0.0,0.0,45146,9191,1487,3390,1.27,892044
India,INR,₹,Assam,Dima Hasao,0.0,0.0,29288,6631,862,3029,1.34,575473
India,INR,₹,Assam,Sivasagar,0.0,0.0,32535,8019,1640,5937,1.11,762333
India,INR,₹,Assam,Sonitpur,0.0,0.0,42250,10807,1124,4632,1.4,828444
India,INR,₹,Assam,South Salmara-Mankachar,0.0,0.0,62506,19606,1701,11584,1.5,1298414
India,INR,₹,Assam,Tinsukia,0.0,0.0,44558,11674,1707,5461,1.05,958139
India,INR,₹,Assam,Udalguri,0.0,0.0,48251,11423,1773,3749,1.02,1000783
India,INR,₹,Assam,West Karbi Anglong,0.0,0.0,31461,8011,1481,5891,1.4,725269
India,INR,₹,Bihar,Araria,0.0,0.0,31903,10313,1579,6608,1.2,776482
India,INR,₹,Bihar,Arwal,0.0,0.0,33858,6425,1791,4435,1.3,774221
India,INR,₹,Bihar,Aurangabad,0.0,0.0,48520,7738,1185,3231,1.38,869001
India,INR,₹,Bihar,Banka,0.0,0.0,32971,9107,811,6975,1.18,661461
India,INR,₹,Bihar,Begusarai,0.0,0.0,28892,10190,974,5452,1.28,642344
India,INR,₹,Bihar,Bhagalpur,0.0,0.0,46770,10715,1242,5292,1.33,902580
India,INR,₹,Bihar,Bhojpur,0.0,0.0,35656,10465,905,6609,1.13,722247
India,INR,₹,Bihar,Buxar,0.0,0.0,38180,6551,1458,3779,1.26,774367
India,INR,₹,Bihar,Darbhanga,0.0,0.0,41992,10010,1029,3811,1.31,797429
India,INR,₹,Bihar,East Champaran (Motihari),0.0,0.0,49030,7303,1632,4674,1.39,944166
India,INR,₹,Bihar,Gaya,0.0,0.0,29631,8975,1075,6326,1.19,656152
India,INR,₹,Bihar,Gopalganj,0.0,0.0,48717,7583,1404,3377,1.2,903085
India,INR,₹,Bihar,Jamui,0.0,0.0,32624,10929,1714,3878,1.31,799126
India,INR,₹,Bihar,Jehanabad,0.0,0.0,29292,8000,1559,3174,1.03,697224
India,INR,₹,Bihar,Kaimur (Bhabua),0.0,0.0,29578,7829,810,4199,1.08,591379
India,INR,₹,Bihar,Katihar,0.0,0.0,40151,8035,1769,4296,1.32,865062
India,INR,₹,Bihar,Khagaria,0.0,0.0,38032,9239,1410,6876,1.09,813132
India,INR,₹,Bihar,Kishanganj,0.0,0.0,34527,7980,1000,3481,1.26,677489
India,INR,₹,Bihar,Lakhisarai,0.0,0.0,34587,8893,1286,3654,1.06,732930
India,INR,₹,Bihar,Madhepura,0.0,0.0,36769,6249,1251,5254,1.06,730136
India,INR,₹,Bihar,Madhubani,0.0,0.0,42042,8459,1130,3764,1.37,794332
India,INR,₹,Bihar,Munger (Monghyr),0.0,0.0,28881,6721,1246,6575,1.34,646999
India,INR,₹,Bihar,Muzaffarpur,0.0,0.0,42854,11878,1584,5772,1.39,923244
India,INR,₹,Bihar,Nalanda,0.0,0.0,30188,8265,1514,4957,1.1,713321
India,INR,₹,Bihar,Nawada,0.0,0.0,32717,9918,1423,6514,1.21,757640
India,INR,₹,Bihar,Patna,0.0,0.0,38056,8686,1550,4505,1.25,815929
India,INR,₹,Bihar,Purnia (Purnea),0.0,0.0,27546,10743,1046,5978,1.2,646258
India,INR,₹,Bihar,Rohtas,0.0,0.0,36034,8449,1222,6620,1.28,750196
India,INR,₹,Bihar,Saharsa,0.0,0.0,32542,7098,1009,4893,1.1,651495
India,INR,₹,Bihar,Samastipur,0.0,0.0,38600,10499,1576,3511,1.19,843143
India,INR,₹,Bihar,Saran,0.0,0.0,35732,10107,1442,6871,1.23,800723
India,INR,₹,Bihar,Sheikhpura,0.0,0.0,46935,11752,783,3535,1.02,839369
India,INR,₹,Bihar,Sheohar,0.0,0.0,43867,11603,1680,4076,1.18,938020
India,INR,₹,Bihar,Sitamarhi,0.0,0.0,40792,7655,1382,6843,1.03,822879
India,INR,₹,Bihar,Siwan,0.0,0.0,48291,10345,1349,4654,1.28,929252
India,INR,₹,Bihar,Supaul,0.0,0.0,45215,7903,1071,5815,1.14,827141
India,INR,₹,Bihar,Vaishali,0.0,0.0,30253,7563,1722,5104,1.15,737612
India,INR,₹,Bihar,West Champaran,0.0,0.0,31246,8119,1028,4685,1.15,650005
India,INR,₹,Chandigarh (UT),Chandigarh,0.0,0.0,42288,6147,1420,3118,1.34,809810
India,INR,₹,Chhattisgarh,Balod,0.0,0.0,36164,9958,1437,4015,1.37,789089
India,INR,₹,Chhattisgarh,Baloda Bazar,0.0,0.0,36430,8340,1786,5639,1.17,833335
India,INR,₹,Chhattisgarh,Balrampur,0.0,0.0,36978,7828,1716,6838,1.17,829262
India,INR,₹,Chhattisgarh,Bastar,0.0,0.0,32349,10411,1195,4761,1.17,716175
India,INR,₹,Chhattisgarh,Bemetara,0.0,0.0,32584,8272,1581,6009,1.01,757467
India,INR,₹,Chhattisgarh,Bijapur,0.0,0.0,46350,9688,947,4891,1.03,838961
India,INR,₹,Chhattisgarh,Bilaspur,0.0,0.0,36357,8805,1285,3496,1.39,752174
India,INR,₹,Chhattisgarh,Dantewada (South Bastar),0.0,0.0,51215,16960,2913,9519,1.79,1302645
India,INR,₹,Chhattisgarh,Dhamtari,0.0,0.0,44644,8354,1249,5289,1.19,849771
India,INR,₹,Chhattisgarh,Durg,0.0,0.0,32002,11223,1768,5394,1.09,810870
India,INR,₹,Chhattisgarh,Gariyaband,0.0,0.0,29235,11649,1234,3590,1.02,693658
India,INR,₹,Chhattisgarh,Janjgir-Champa,0.0,0.0,30373,6201,1158,5005,1.05,637613
India,INR,₹,Chhattisgarh,Jashpur,0.0,0.0,46388,10837,1003,3024,1.13,852270
India,INR,₹,Chhattisgarh,Kabirdham (Kawardha),0.0,0.0,39336,7141,708,6912,1.25,698484
India,INR,₹,Chhattisgarh,Kanker (North Bastar),0.0,0.0,58255,13106,2265,10474,1.59,1248452
India,INR,₹,Chhattisgarh,Kondagaon,0.0,0.0,35586,7060,1146,4759,1.21,707447
India,INR,₹,Chhattisgarh,Korba,0.0,0.0,42984,10918,1068,6500,1.07,839524
India,INR,₹,Chhattisgarh,Korea (Koriya),0.0,0.0,26667,6303,1187,5659,1.32,601985
India,INR,₹,Chhattisgarh,Mahasamund,0.0,0.0,34137,11924,961,5982,1.28,726792
India,INR,₹,Chhattisgarh,Mungeli,0.0,0.0,30078,7729,964,6174,1.23,629154
India,INR,₹,Chhattisgarh,Narayanpur,0.0,0.0,44631,9783,708,5532,1.02,786828
India,INR,₹,Chhattisgarh,Raigarh,0.0,0.0,34407,9789,1717,4748,1.39,811642
India,INR,₹,Chhattisgarh,Raipur,0.0,0.0,35081,9284,1354,5438,1.39,762670
India,INR,₹,Chhattisgarh,Rajnandgaon,0.0,0.0,39685,10260,807,5216,1.08,746470
India,INR,₹,Chhattisgarh,Sukma,0.0,0.0,44111,10867,1229,6819,1.0,878181
India,INR,₹,Chhattisgarh,Surajpur  ,0.0,0.0,34833,10385,1136,4664,1.39,736336
India,INR,₹,Chhattisgarh,Surguja,0.0,0.0,46216,8996,787,3688,1.23,799034
India,INR,₹,Dadra and Nagar Haveli (UT),Dadra & Nagar Haveli,0.0,0.0,45398,7978,1304,3759,1.36,854907
India,INR,₹,Daman and Diu (UT),Daman,0.0,0.0,43813,8659,1288,4481,1.39,845269
India,INR,₹,Daman and Diu (UT),Diu,0.0,0.0,28088,7833,1420,4156,1.39,664832
India,INR,₹,Delhi (NCT),Central Delhi,0.0,0.0,54226,18972,3101,9155,1.42,1389301
India,INR,₹,Delhi (NCT),East Delhi,0.0,0.0,39464,10812,1542,3552,1.39,852372
India,INR,₹,Delhi (NCT),New Delhi,0.0,0.0,44172,6642,1328,4660,1.29,832268
India,INR,₹,Delhi (NCT),North Delhi,0.0,0.0,65881,17839,1601,9922,1.59,1294400
India,INR,₹,Delhi (NCT),North East  Delhi,0.0,0.0,69349,21150,1966,10093,1.53,1431353
India,INR,₹,Delhi (NCT),North West  Delhi,0.0,0.0,69559,14018,2256,13128,1.36,1406964
India,INR,₹,Delhi (NCT),Shahdara,0.0,0.0,48453,10900,1321,4076,1.16,930766
India,INR,₹,Delhi (NCT),South Delhi,0.0,0.0,70599,14718,2718,13574,1.68,1499374
India,INR,₹,Delhi (NCT),South East Delhi,0.0,0.0,54462,17686,2278,12320,1.61,1269076
India,INR,₹,Delhi (NCT),South West  Delhi,0.0,0.0,65021,14385,2122,9907,1.31,1320707
India,INR,₹,Delhi (NCT),West Delhi,0.0,0.0,42599,7423,1048,6812,1.0,791524
India,INR,₹,Goa,North Goa,0.0,0.0,74033,13518,2501,8312,1.82,1467322
India,INR,₹,Goa,South Goa,0.0,0.0,71223,16835,1846,10171,1.79,1384451
India,INR,₹,Gujarat,Ahmedabad,0.0,0.0,79901,31320,5237,23630,1.9,2238352
India,INR,₹,Gujarat,Amreli,0.0,0.0,37363,6198,812,6756,1.34,678312
India,INR,₹,Gujarat,Anand,0.0,0.0,33524,9439,1324,5885,1.35,743581
India,INR,₹,Gujarat,Aravalli,0.0,0.0,34416,9774,1487,4748,1.28,777070
India,INR,₹,Gujarat,Banaskantha (Palanpur),0.0,0.0,38187,11588,1368,5057,1.25,827785
India,INR,₹,Gujarat,Bharuch,0.0,0.0,43343,10841,1688,4409,1.06,925453
India,INR,₹,Gujarat,Bhavnagar,0.0,0.0,45803,9769,1304,6247,1.11,893699
India,INR,₹,Gujarat,Botad,0.0,0.0,33706,6345,1427,3453,1.0,711927
India,INR,₹,Gujarat,Chhota Udepur,0.0,0.0,26956,9078,1647,3006,1.27,694488
India,INR,₹,Gujarat,Dahod,0.0,0.0,35968,10022,1199,4338,1.25,753420
India,INR,₹,Gujarat,Dangs (Ahwa),0.0,0.0,48230,8579,1457,5306,1.33,926788
India,INR,₹,Gujarat,Devbhoomi Dwarka,0.0,0.0,26745,9924,811,6469,1.11,594023
India,INR,₹,Gujarat,Gandhinagar,0.0,0.0,39322,9162,1128,6574,1.15,783878
India,INR,₹,Gujarat,Gir Somnath,0.0,0.0,35123,7640,1570,4597,1.36,771641
India,INR,₹,Gujarat,Jamnagar,0.0,0.0,49197,11935,1458,4087,1.39,972719
India,INR,₹,Gujarat,Junagadh,0.0,0.0,28307,7536,1007,5967,1.27,611001
India,INR,₹,Gujarat,Kachchh,0.0,0.0,33349,8330,852,4846,1.13,652178
India,INR,₹,Gujarat,Kheda (Nadiad),0.0,0.0,47733,10514,1791,6509,1.15,1000159
India,INR,₹,Gujarat,Mahisagar,0.0,0.0,49878,6540,1146,4261,1.36,870221
India,INR,₹,Gujarat,Mehsana,0.0,0.0,34523,6052,1450,4267,1.02,725735
India,INR,₹,Gujarat,Morbi,0.0,0.0,44410,11827,1462,3300,1.01,910644
India,INR,₹,Gujarat,Narmada (Rajpipla),0.0,0.0,30131,9551,1245,3440,1.13,680134
India,INR,₹,Gujarat,Navsari,0.0,0.0,35541,11113,708,3242,1.39,682258
India,INR,₹,Gujarat,Panchmahal (Godhra),0.0,0.0,37928,9115,856,5754,1.17,721686
India,INR,₹,Gujarat,Patan,0.0,0.0,49458,9600,816,4753,1.15,854861
India,INR,₹,Gujarat,Porbandar,0.0,0.0,28829,6147,965,4850,1.33,588712
India,INR,₹,Gujarat,Rajkot,0.0,0.0,37305,9656,999,3896,1.37,732862
India,INR,₹,Gujarat,Sabarkantha (Himmatnagar),0.0,0.0,36283,9626,1633,6610,1.01,828908
India,INR,₹,Gujarat,Surat,0.0,0.0,29533,11413,1721,5073,1.08,774867
India,INR,₹,Gujarat,Surendranagar,0.0,0.0,30278,11394,1420,3756,1.01,731844
India,INR,₹,Gujarat,Tapi (Vyara),0.0,0.0,31010,7387,1484,3968,1.28,703204
India,INR,₹,Gujarat,Vadodara,0.0,0.0,35493,9394,999,3714,1.19,707064
India,INR,₹,Gujarat,Valsad,0.0,0.0,31286,6523,1407,3040,1.11,679958
India,INR,₹,Haryana,Ambala,0.0,0.0,45031,10024,854,5264,1.13,815080
India,INR,₹,Haryana,Bhiwani,0.0,0.0,46898,9246,1771,6437,1.28,971563
India,INR,₹,Haryana,Charkhi Dadri,0.0,0.0,45776,9190,1393,5307,1.08,895077
India,INR,₹,Haryana,Faridabad,0.0,0.0,25868,7822,1631,6327,1.38,680565
India,INR,₹,Haryana,Fatehabad,0.0,0.0,39834,10110,1730,3318,1.28,875418
India,INR,₹,Haryana,Gurgaon,0.0,0.0,39926,9937,1347,5036,1.23,825586
India,INR,₹,Haryana,Hisar,0.0,0.0,44089,11922,1556,4356,1.34,927312
India,INR,₹,Haryana,Jhajjar,0.0,0.0,44015,9050,1333,6612,1.22,869790
India,INR,₹,Haryana,Jind,0.0,0.0,47868,11348,954,6109,1.24,884237
India,INR,₹,Haryana,Kaithal,0.0,0.0,40225,9252,996,5456,1.19,770404
India,INR,₹,Haryana,Karnal,0.0,0.0,44986,8638,1142,6045,1.38,845013
India,INR,₹,Haryana,Kurukshetra,0.0,0.0,26121,8379,1504,4950,1.31,664350
India,INR,₹,Haryana,Mahendragarh,0.0,0.0,41780,10914,1041,3831,1.33,807633
India,INR,₹,Haryana,Mewat,0.0,0.0,29255,6286,984,3014,1.36,589162
India,INR,₹,Haryana,Palwal,0.0,0.0,38425,11336,1243,4600,1.2,806582
India,INR,₹,Haryana,Panchkula,0.0,0.0,34858,6925,1723,6821,1.15,793951
India,INR,₹,Haryana,Panipat,0.0,0.0,37678,11314,1571,3220,1.18,839654
India,INR,₹,Haryana,Rewari,0.0,0.0,42159,7974,875,6323,1.26,764461
India,INR,₹,Haryana,Rohtak,0.0,0.0,32124,9315,953,5406,1.19,667248
India,INR,₹,Haryana,Sirsa,0.0,0.0,26242,10960,1105,3756,1.25,630954
India,INR,₹,Haryana,Sonipat,0.0,0.0,40030,8963,748,5849,1.34,729361
India,INR,₹,Haryana,Yamunanagar,0.0,0.0,36076,11548,1219,3652,1.31,772598
India,INR,₹,Himachal Pradesh,Bilaspur,0.0,0.0,44002,8517,1077,4200,1.07,812778
India,INR,₹,Himachal Pradesh,Chamba,0.0,0.0,39911,6398,1174,3944,1.37,751528
India,INR,₹,Himachal Pradesh,Hamirpur,0.0,0.0,30044,9975,1317,5781,1.21,706683
India,INR,₹,Himachal Pradesh,Kangra,0.0,0.0,45846,6033,1680,5089,1.24,899993
India,INR,₹,Himachal Pradesh,Kinnaur,0.0,0.0,40690,10460,1000,3530,1.26,781450
India,INR,₹,Himachal Pradesh,Kullu,0.0,0.0,36126,7938,751,3120,1.02,657018
India,INR,₹,Himachal Pradesh,Lahaul &amp; Spiti,0.0,0.0,36679,10989,866,3915,1.12,721491
India,INR,₹,Himachal Pradesh,Mandi,0.0,0.0,32033,9952,1264,5051,1.39,718675
India,INR,₹,Himachal Pradesh,Shimla,0.0,0.0,34154,9208,1548,4323,1.37,774159
India,INR,₹,Himachal Pradesh,Sirmaur (Sirmour),30.4915276,77.4694906,33047,6713,846,3962,1.24,623830
India,INR,₹,Himachal Pradesh,Solan,30.9077569,77.1023645,26261,11339,1667,5582,1.22,729160
India,INR,₹,Himachal Pradesh,Una,31.5834642,76.2351452,37668,8490,868,5331,1.23,710751
India,INR,₹,Jammu and Kashmir,Anantnag,33.74611,75.1854475,49759,11774,1119,3643,1.02,924461
India,INR,₹,Jammu and Kashmir,Bandipore,34.4563234,74.6825,44915,6203,1170,4746,1.12,812646
India,INR,₹,Jammu and Kashmir,Baramulla,34.2086903,74.343498,28006,6759,944,3207,1.18,574815
India,INR,₹,Jammu and Kashmir,Budgam,33.9098746,74.6270357,31473,7178,734,4052,1.07,594172
India,INR,₹,Jammu and Kashmir,Doda,33.13261,75.5890079,39284,6931,706,5187,1.03,686415
India,INR,₹,Jammu and Kashmir,Ganderbal,34.2889322,75.0407983,45838,10169,1217,6053,1.24,884899
India,INR,₹,Jammu and Kashmir,Jammu,32.7185614,74.8580917,48994,11990,839,3800,1.27,876658
India,INR,₹,Jammu and Kashmir,Kargil,32.7045476,74.871206,41747,7411,1712,6367,1.02,878531
India,INR,₹,Jammu and Kashmir,Kathua,32.3765524,75.5243044,39111,7178,1539,6706,1.12,819848
India,INR,₹,Jammu and Kashmir,Kishtwar,33.61562,75.8793972,45196,9334,892,6081,1.13,818565
India,INR,₹,Jammu and Kashmir,Kulgam,33.6446899,75.0188432,33536,8369,1379,3540,1.16,727410
India,INR,₹,Jammu and Kashmir,Kupwara,34.5140696,74.191367,30535,8787,811,3835,1.03,612689
India,INR,₹,Jammu and Kashmir,Leh,34.1664372,74.808529,25564,10916,1168,4080,1.31,633360
India,INR,₹,Jammu and Kashmir,Poonch,33.7670004,74.0957143,27810,6314,951,3214,1.04,568208
India,INR,₹,Jammu and Kashmir,Pulwama,33.9490472,75.0418335,25491,6188,1631,3285,1.25,641223
India,INR,₹,Jammu and Kashmir,Rajouri,33.3772495,74.3132332,32239,7590,1248,3824,1.29,684268
India,INR,₹,Jammu and Kashmir,Ramban,0.0,0.0,42293,6817,1285,3222,1.17,798180
India,INR,₹,Jammu and Kashmir,Reasi,0.0,0.0,39642,7855,771,6715,1.36,719189
India,INR,₹,Jammu and Kashmir,Samba,0.0,0.0,32833,8993,1781,4467,1.29,791397
India,INR,₹,Jammu and Kashmir,Shopian,0.0,0.0,32591,11053,1575,3196,1.02,775958
India,INR,₹,Jammu and Kashmir,Srinagar,0.0,0.0,26020,10018,724,5560,1.38,568856
India,INR,₹,Jammu and Kashmir,Udhampur,0.0,0.0,29201,7224,1015,5033,1.12,614515
India,INR,₹,Jharkhand,Bokaro,0.0,0.0,33052,11444,1385,4230,1.02,762852
India,INR,₹,Jharkhand,Chatra,0.0,0.0,40791,7064,1489,3953,1.11,817375
India,INR,₹,Jharkhand,Deoghar,0.0,0.0,27496,6202,763,4443,1.33,541041
India,INR,₹,Jharkhand,Dhanbad,0.0,0.0,28652,11236,1714,3179,1.39,751651
India,INR,₹,Jharkhand,Dumka,0.0,0.0,34425,6127,1800,3090,1.11,772074
India,INR,₹,Jharkhand,East Singhbhum,0.0,0.0,35443,9497,778,6968,1.05,690820
India,INR,₹,Jharkhand,Garhwa,0.0,0.0,36664,9767,1054,4658,1.05,738562
India,INR,₹,Jharkhand,Giridih,0.0,0.0,45517,7946,1651,3257,1.18,905491
India,INR,₹,Jharkhand,Godda,0.0,0.0,43309,8256,1000,5124,1.13,794400
India,INR,₹,Jharkhand,Gumla,0.0,0.0,45200,10247,1400,6203,1.26,906379
India,INR,₹,Jharkhand,Hazaribag,0.0,0.0,34938,9442,876,4603,1.26,686975
India,INR,₹,Jharkhand,Jamtara,0.0,0.0,30968,7316,1502,4194,1.17,705678
India,INR,₹,Jharkhand,Khunti,0.0,0.0,34884,7684,727,3227,1.01,636001
India,INR,₹,Jharkhand,Koderma,0.0,0.0,37634,6610,1297,3562,1.22,743288
India,INR,₹,Jharkhand,Latehar,0.0,0.0,35059,10137,1034,3385,1.13,714377
India,INR,₹,Jharkhand,Lohardaga,0.0,0.0,25445,10153,738,3747,1.09,556611
India,INR,₹,Jharkhand,Pakur,0.0,0.0,30123,8940,1459,3809,1.28,706651
India,INR,₹,Jharkhand,Palamu,0.0,0.0,32719,6792,756,3424,1.11,604652
India,INR,₹,Jharkhand,Ramgarh,0.0,0.0,44163,11589,842,5284,1.15,821744
India,INR,₹,Jharkhand,Ranchi,0.0,0.0,30834,8153,709,3031,1.06,589349
India,INR,₹,Jharkhand,Sahibganj,0.0,0.0,48689,11067,1305,3303,1.38,929337
India,INR,₹,Jharkhand,Seraikela-Kharsawan,0.0,0.0,35788,6353,766,4978,1.16,645482
India,INR,₹,Jharkhand,Simdega,0.0,0.0,48599,9542,1678,6372,1.13,981252
India,INR,₹,Jharkhand,West Singhbhum,0.0,0.0,25379,7591,755,6422,1.13,541000
India,INR,₹,Karnataka,Bagalkot,0.0,0.0,40833,8329,930,5617,1.19,757529
India,INR,₹,Karnataka,Ballari (Bellary),0.0,0.0,34419,11290,1422,6641,1.38,795013
India,INR,₹,Karnataka,Belagavi (Belgaum),0.0,0.0,33134,8060,1311,6814,1.26,725048
India,INR,₹,Karnataka,Bengaluru (Bangalore) Rural,0.0,0.0,29213,8457,1800,6472,1.37,754400
India,INR,₹,Karnataka,Bengaluru (Bangalore) Urban,0.0,0.0,62692,19808,2929,9579,1.72,1477245
India,INR,₹,Karnataka,Bidar,0.0,0.0,49045,9751,1523,6073,1.1,964367
India,INR,₹,Karnataka,Chamarajanagar,0.0,0.0,31010,9999,1724,6686,1.3,784138
India,INR,₹,Karnataka,Chikballapur,0.0,0.0,42987,6589,814,3446,1.08,734242
India,INR,₹,Karnataka,Chikkamagaluru (Chikmagalur),0.0,0.0,30424,10066,1008,4856,1.13,661360
India,INR,₹,Karnataka,Chitradurga,0.0,0.0,43356,10442,1281,3192,1.18,853686
India,INR,₹,Karnataka,Dakshina Kannada,0.0,0.0,26936,8586,774,3441,1.36,559569
India,INR,₹,Karnataka,Davangere,0.0,0.0,48859,10178,1553,3686,1.25,959824
India,INR,₹,Karnataka,Dharwad,0.0,0.0,25990,6462,1205,6576,1.15,603054
India,INR,₹,Karnataka,Gadag,0.0,0.0,49936,10753,1230,6060,1.39,943068
India,INR,₹,Karnataka,Hassan,0.0,0.0,48178,7981,1759,4873,1.36,962123
India,INR,₹,Karnataka,Haveri,0.0,0.0,38225,8179,949,6701,1.24,732703
India,INR,₹,Karnataka,Kalaburagi (Gulbarga),0.0,0.0,36685,11362,727,6045,1.37,715839
India,INR,₹,Karnataka,Kodagu,0.0,0.0,29389,9149,892,5774,1.37,625126
